CustomerID,SeniorCitizen,Partner,Dependents,Tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,TenureBucket
9389-ACWBI,0,Yes,Yes,5,Fiber optic,No,No,Month-to-month,No,Credit card,69.95,320.4,0,64.08,0-1yr
5419-JPRRN,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.45,101.45,1,101.45,0-1yr
3644-QXEHN,0,Yes,Yes,13,Fiber optic,No,No,Month-to-month,No,Electronic check,97.0,1334.45,0,102.65,1-2yr
2911-IJORQ,0,No,No,37,DSL,Yes,Yes,One year,Yes,Bank transfer,90.6,3358.65,0,90.77432432432433,2-4yr
5921-NGYRH,0,Yes,No,64,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,73.55,4764.0,0,74.4375,4-6yr
2100-BDNSN,0,Yes,No,5,DSL,No,Yes,Month-to-month,No,Bank transfer,67.95,350.3,1,70.06,0-1yr
5998-DZLYR,0,Yes,No,61,Fiber optic,No,Yes,Two year,Yes,Bank transfer,94.35,5703.0,0,93.49180327868852,4-6yr
0488-GSLFR,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,1,69.5,0-1yr
9318-NKNFC,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,18.85,18.85,1,18.85,0-1yr
3985-HOYPM,0,No,No,26,No,No,No,One year,No,Mailed check,19.4,525.55,0,20.213461538461537,2-4yr
9728-FTTVZ,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,1,69.2,0-1yr
9548-LERKT,0,Yes,No,24,No,No,No,Two year,No,Mailed check,19.75,483.15,0,20.131249999999998,1-2yr
6576-FBXOJ,0,Yes,No,17,DSL,No,Yes,One year,No,Electronic check,54.6,934.8,0,54.98823529411764,1-2yr
4310-KEDTB,0,No,Yes,26,DSL,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,0,30.25,2-4yr
7254-IQWOZ,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,69.65,0-1yr
2474-BRUCM,1,Yes,No,40,Fiber optic,Yes,No,Month-to-month,No,Electronic check,101.85,4086.3,1,102.1575,2-4yr
4062-HBMOS,0,No,No,52,Fiber optic,No,No,Month-to-month,Yes,Electronic check,103.05,5364.8,0,103.16923076923078,4-6yr
0742-NXBGR,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,1,82.3,0-1yr
2676-ISHSF,0,No,No,1,No,No,No,Month-to-month,No,Mailed check,20.3,20.3,0,20.3,0-1yr
9236-NDUCW,0,No,No,21,DSL,Yes,Yes,Two year,No,Mailed check,35.1,770.4,0,36.68571428571428,1-2yr
4753-PADAS,0,Yes,No,67,Fiber optic,No,No,One year,Yes,Bank transfer,105.7,6816.95,0,101.7455223880597,4-6yr
6103-QCKFX,0,Yes,Yes,44,DSL,Yes,Yes,Month-to-month,No,Bank transfer,56.25,2419.55,0,54.98977272727273,2-4yr
7781-EWARA,0,Yes,Yes,70,DSL,No,Yes,One year,No,Electronic check,60.35,4138.7,0,59.12428571428571,4-6yr
6110-OHIHY,0,No,No,3,Fiber optic,No,No,Month-to-month,No,Electronic check,79.25,267.6,1,89.2,0-1yr
7018-FPXHH,0,Yes,Yes,56,DSL,Yes,No,Two year,Yes,Bank transfer,59.8,3457.45,0,61.740178571428565,4-6yr
5889-LFOLL,0,No,No,13,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.6,1115.2,1,85.78461538461539,1-2yr
5708-EVONK,0,Yes,Yes,58,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,93.4,5435.6,1,93.71724137931035,4-6yr
8708-XPXHZ,0,Yes,Yes,42,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.2,4186.3,1,99.67380952380952,2-4yr
0616-ATFGB,1,Yes,No,1,DSL,No,No,Month-to-month,No,Electronic check,25.05,25.05,1,25.05,0-1yr
0572-ZJKLT,0,Yes,Yes,46,Fiber optic,Yes,Yes,Two year,No,Mailed check,99.65,4630.2,0,100.65652173913043,2-4yr
5135-RDDQL,0,Yes,Yes,63,DSL,Yes,No,Two year,Yes,Bank transfer,50.65,3221.25,0,51.13095238095238,4-6yr
1353-LJWEM,0,No,No,11,DSL,No,Yes,Month-to-month,Yes,Electronic check,60.9,688.5,0,62.59090909090909,0-1yr
1794-SWWKL,0,Yes,Yes,15,DSL,No,Yes,Month-to-month,Yes,Bank transfer,59.65,867.1,0,57.806666666666665,1-2yr
6166-YIPFO,0,Yes,No,72,DSL,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,0,65.91736111111112,4-6yr
7016-BPGEU,0,No,No,29,DSL,No,No,Month-to-month,Yes,Credit card,25.1,712.85,1,24.58103448275862,2-4yr
6876-ADESB,0,No,Yes,1,DSL,No,No,Month-to-month,No,Electronic check,48.95,48.95,1,48.95,0-1yr
9332-GYWLO,0,Yes,Yes,6,DSL,No,No,Month-to-month,No,Electronic check,54.85,355.1,0,59.18333333333334,0-1yr
1963-SVUCV,0,No,No,1,DSL,No,No,Month-to-month,No,Electronic check,45.3,45.3,1,45.3,0-1yr
4184-VODJZ,0,Yes,Yes,63,Fiber optic,No,No,One year,Yes,Electronic check,91.35,5764.7,0,91.5031746031746,4-6yr
0220-EBGCE,0,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.85,167.3,1,83.65,0-1yr
1092-WPIVQ,0,Yes,Yes,18,No,No,No,Two year,No,Mailed check,25.1,428.45,0,23.802777777777777,1-2yr
7233-IOQNP,0,Yes,No,43,DSL,Yes,Yes,Month-to-month,No,Bank transfer,34.0,1505.35,0,35.00813953488372,2-4yr
2834-JKOOW,0,No,No,15,DSL,Yes,Yes,One year,No,Mailed check,45.9,693.45,0,46.230000000000004,1-2yr
2754-VDLTR,0,No,Yes,10,Fiber optic,No,No,Month-to-month,No,Electronic check,95.2,930.4,1,93.03999999999999,0-1yr
2400-FEQME,0,Yes,Yes,55,No,No,No,Two year,No,Mailed check,20.5,1177.95,0,21.417272727272728,4-6yr
3190-XFANI,0,No,Yes,49,Fiber optic,No,Yes,One year,Yes,Bank transfer,100.6,5069.65,1,103.46224489795918,4-6yr
7551-DACSP,0,Yes,Yes,6,DSL,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,1,54.041666666666664,0-1yr
4957-SREEC,0,Yes,Yes,70,No,No,No,Two year,No,Credit card,20.35,1458.1,0,20.83,4-6yr
7235-NXZCP,1,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,1,78.2,0-1yr
0230-UBYPQ,1,Yes,No,63,DSL,Yes,Yes,One year,No,Bank transfer,36.1,2298.9,0,36.490476190476194,4-6yr
4923-ADWXJ,0,No,No,25,DSL,No,Yes,Month-to-month,Yes,Bank transfer,65.8,1679.65,0,67.186,2-4yr
1763-KUAAW,1,No,No,18,No,No,No,One year,No,Bank transfer,20.35,369.6,0,20.533333333333335,1-2yr
1104-TNLZA,1,Yes,No,28,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,0,107.07142857142857,2-4yr
5195-KPUNQ,1,No,No,53,Fiber optic,Yes,Yes,One year,Yes,Mailed check,96.75,5206.55,0,98.23679245283019,4-6yr
0520-FDVVT,0,No,No,35,Fiber optic,No,No,One year,Yes,Bank transfer,102.35,3626.1,1,103.60285714285715,2-4yr
3439-GVUSX,0,No,No,1,DSL,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,24.4,0-1yr
1444-VVSGW,0,Yes,No,70,Fiber optic,Yes,Yes,One year,No,Credit card,115.65,7968.85,1,113.84071428571428,4-6yr
5712-PTIWW,0,No,No,2,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,79.85,152.45,1,76.225,0-1yr
5949-HGVJL,0,Yes,No,26,DSL,No,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,0,75.36538461538461,2-4yr
5203-XEHAX,0,No,No,34,DSL,Yes,No,One year,No,Electronic check,64.35,2053.05,0,60.38382352941177,2-4yr
1635-HDGFT,0,No,Yes,19,No,No,No,Two year,No,Mailed check,20.5,398.55,0,20.976315789473684,1-2yr
3315-TOTBP,0,No,No,15,Fiber optic,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,1,75.39,1-2yr
8050-XGRVL,0,Yes,Yes,62,DSL,Yes,No,One year,No,Credit card,54.75,3425.35,0,55.247580645161285,4-6yr
6661-HBGWL,1,No,No,42,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,104.75,4323.45,1,102.93928571428572,2-4yr
1518-VOWAV,0,No,No,9,DSL,Yes,No,Month-to-month,Yes,Electronic check,74.65,703.55,1,78.17222222222222,0-1yr
9828-QHFBK,0,No,No,24,DSL,Yes,No,Month-to-month,Yes,Electronic check,51.15,1275.7,0,53.15416666666667,1-2yr
3908-MKIMJ,1,Yes,No,68,DSL,Yes,No,Two year,Yes,Electronic check,41.95,2965.75,0,43.6139705882353,4-6yr
5012-YSPJJ,0,Yes,Yes,31,DSL,No,Yes,Month-to-month,No,Mailed check,54.35,1647.0,0,53.12903225806452,2-4yr
5909-ECHUI,0,No,No,1,DSL,No,No,Month-to-month,Yes,Electronic check,56.25,56.25,1,56.25,0-1yr
1309-BXVOQ,0,Yes,No,21,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,1,107.14047619047618,1-2yr
6728-VOIFY,0,Yes,No,63,Fiber optic,No,No,One year,Yes,Electronic check,96.0,6109.75,0,96.98015873015873,4-6yr
9317-WZPGV,1,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,79.75,159.4,1,79.7,0-1yr
4891-NLUBA,0,Yes,Yes,61,DSL,No,Yes,Two year,Yes,Bank transfer,61.45,3751.15,0,61.49426229508197,4-6yr
2856-HYAPG,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,68.65,68.65,1,68.65,0-1yr
8969-PRHFK,0,No,No,18,No,No,No,One year,No,Mailed check,19.65,411.25,0,22.84722222222222,1-2yr
0661-KQHNK,0,Yes,Yes,6,No,No,No,One year,No,Credit card,19.0,105.5,0,17.583333333333332,0-1yr
8709-KRDVL,0,No,No,33,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.0,3320.6,0,100.62424242424242,2-4yr
4488-PSYCG,0,No,No,16,No,No,No,Month-to-month,No,Bank transfer,20.25,327.45,1,20.465625,1-2yr
1427-VERSM,0,Yes,No,56,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,0,101.24107142857143,4-6yr
9801-NOSHQ,0,No,Yes,23,No,No,No,One year,No,Mailed check,19.8,465.45,0,20.23695652173913,1-2yr
6339-YPSAH,0,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,0,78.25555555555555,0-1yr
3621-CEOVK,1,Yes,No,14,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.2,1369.8,1,97.84285714285714,1-2yr
6906-ANDWJ,0,Yes,Yes,15,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,74.9,1107.25,1,73.81666666666666,1-2yr
2159-TURXX,0,No,No,5,No,No,No,Month-to-month,No,Credit card,20.05,95.55,0,19.11,0-1yr
1548-FEHVL,0,Yes,No,61,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,106.2,6375.2,0,104.51147540983607,4-6yr
3795-CAWEX,0,Yes,Yes,70,Fiber optic,Yes,Yes,Two year,Yes,Credit card,116.55,8152.3,0,116.46142857142857,4-6yr
6215-NQCPY,0,No,No,15,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,99.7,1566.75,0,104.45,1-2yr
5647-URDKA,0,Yes,Yes,8,No,No,No,Two year,No,Mailed check,19.7,130.25,0,16.28125,0-1yr
2229-DPMBI,0,Yes,Yes,8,No,No,No,Two year,No,Mailed check,19.5,162.15,0,20.26875,0-1yr
9626-WEQRM,0,No,No,4,DSL,Yes,No,Month-to-month,Yes,Mailed check,29.15,110.05,0,27.5125,0-1yr
2188-SXWVT,0,No,No,34,DSL,Yes,No,One year,No,Mailed check,55.0,1885.15,0,55.44558823529412,2-4yr
6258-PVZWJ,0,Yes,No,68,DSL,Yes,Yes,Two year,Yes,Credit card,90.8,6302.85,0,92.68897058823529,4-6yr
1094-BKOSX,0,Yes,Yes,45,DSL,No,Yes,One year,No,Bank transfer,51.0,2264.5,0,50.32222222222222,2-4yr
6969-MVBAI,1,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,90.1,816.8,0,90.75555555555555,0-1yr
2978-XXSOG,0,No,No,22,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,59.05,1253.5,0,56.97727272727273,1-2yr
2342-CKIAO,0,No,No,2,No,No,No,Month-to-month,No,Mailed check,20.3,41.2,0,20.6,0-1yr
6953-PBDIN,0,Yes,No,70,DSL,No,Yes,Two year,No,Bank transfer,72.95,5265.55,0,75.22214285714286,4-6yr
3898-BSJYF,0,No,Yes,10,DSL,Yes,Yes,One year,No,Credit card,73.55,693.3,0,69.33,0-1yr
3938-YFPXD,0,No,No,72,DSL,Yes,Yes,Two year,No,Credit card,84.3,5997.1,0,83.29305555555555,4-6yr
7696-AMHOD,0,Yes,Yes,49,DSL,No,No,One year,No,Credit card,78.0,3824.2,0,78.04489795918367,4-6yr
2453-SAFNS,1,No,No,54,DSL,No,Yes,One year,No,Mailed check,72.1,3886.05,0,71.96388888888889,4-6yr
9558-IHEZX,0,No,No,71,Fiber optic,Yes,No,Two year,Yes,Credit card,106.75,7283.25,0,102.58098591549296,4-6yr
9617-UDPEU,0,No,No,22,No,No,No,One year,Yes,Mailed check,19.25,412.55,0,18.75227272727273,1-2yr
6340-DACFT,0,Yes,Yes,50,No,No,No,Two year,No,Credit card,20.55,1070.25,0,21.405,4-6yr
4955-VCWBI,0,Yes,Yes,43,No,No,No,One year,No,Mailed check,20.0,817.95,0,19.022093023255817,2-4yr
6813-GZQCG,0,Yes,Yes,45,No,No,No,Two year,Yes,Credit card,24.65,1171.3,0,26.028888888888886,2-4yr
7426-GSWPO,1,No,No,64,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,103.5,6548.65,0,102.32265625,4-6yr
3389-KTRXV,0,Yes,Yes,23,No,No,No,Two year,No,Mailed check,23.85,625.65,0,27.202173913043477,1-2yr
3118-UHVVQ,0,Yes,No,68,No,No,No,Two year,No,Credit card,25.8,1911.5,0,28.110294117647058,4-6yr
1031-IIDEO,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,1,70.85,0-1yr
5832-XKAES,0,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Credit card,69.8,134.7,1,67.35,0-1yr
3205-MXZRA,0,No,No,26,DSL,No,Yes,One year,No,Credit card,59.45,1507.0,0,57.96153846153846,2-4yr
4701-AHWMW,0,Yes,No,55,DSL,No,Yes,Month-to-month,Yes,Bank transfer,54.55,2978.3,1,54.150909090909096,4-6yr
8317-BVKSO,0,No,No,14,No,No,No,Month-to-month,Yes,Electronic check,20.05,299.3,0,21.37857142857143,1-2yr
5702-KVQRD,0,Yes,No,71,DSL,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,0,82.14999999999999,4-6yr
0083-PIVIK,0,No,No,64,DSL,Yes,Yes,One year,No,Electronic check,81.25,5567.55,0,86.99296875,4-6yr
9210-IAHGH,0,No,No,7,DSL,No,Yes,Month-to-month,Yes,Credit card,70.75,450.8,1,64.4,0-1yr
6169-PGNCD,0,No,No,57,DSL,Yes,Yes,Two year,Yes,Credit card,74.3,4166.35,0,73.09385964912282,4-6yr
0023-XUOPT,0,Yes,No,13,Fiber optic,No,No,Month-to-month,No,Electronic check,94.1,1215.6,1,93.5076923076923,1-2yr
4592-IWTJI,0,Yes,Yes,3,DSL,Yes,No,Month-to-month,No,Credit card,29.7,91.7,1,30.566666666666666,0-1yr
4909-JOUPP,1,Yes,No,72,Fiber optic,No,Yes,Two year,No,Credit card,109.7,7898.45,0,109.70069444444444,4-6yr
4657-FWVFY,0,Yes,Yes,40,Fiber optic,No,No,Month-to-month,Yes,Credit card,96.35,3915.4,0,97.885,2-4yr
2257-BOVXD,0,Yes,No,14,DSL,No,Yes,Month-to-month,Yes,Credit card,66.6,979.5,0,69.96428571428571,1-2yr
7729-JTEEC,0,Yes,Yes,2,DSL,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,0,45.025,0-1yr
7632-MNYOY,1,No,No,66,Fiber optic,No,Yes,One year,No,Credit card,110.9,7432.05,1,112.60681818181818,4-6yr
6518-LGAOV,0,Yes,No,38,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,1,105.9578947368421,2-4yr
7242-QZLXF,0,No,Yes,1,DSL,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,1,25.3,0-1yr
4576-CSAJH,0,No,No,22,DSL,No,Yes,One year,Yes,Credit card,55.15,1193.05,1,54.22954545454545,1-2yr
1000-AJSLD,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,20.1,20.1,1,20.1,0-1yr
9696-RMYBA,0,No,No,5,Fiber optic,No,No,Month-to-month,Yes,Mailed check,80.1,398.55,0,79.71000000000001,0-1yr
8690-UPCZI,0,Yes,Yes,29,DSL,Yes,Yes,One year,No,Bank transfer,69.05,1958.45,0,67.53275862068966,2-4yr
1062-LHZOD,0,Yes,Yes,1,Fiber optic,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,1,69.9,0-1yr
9770-LXDBK,0,No,No,3,No,No,No,Month-to-month,No,Mailed check,20.4,63.15,0,21.05,0-1yr
4086-WITJG,0,Yes,Yes,71,No,No,No,Two year,No,Credit card,19.7,1301.1,0,18.325352112676054,4-6yr
8344-WFMFH,0,No,Yes,9,DSL,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,0,53.78333333333333,0-1yr
9600-NAXZN,0,No,No,43,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.4,4528.0,1,105.30232558139535,2-4yr
8822-KNBHV,0,No,No,48,DSL,Yes,No,One year,Yes,Credit card,83.45,3887.85,0,80.996875,2-4yr
8404-FYDIB,0,No,No,26,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,86.65,2208.75,0,84.95192307692308,2-4yr
2791-SFVEW,0,No,No,9,No,No,No,Month-to-month,No,Bank transfer,20.15,238.15,0,26.461111111111112,0-1yr
6457-USBER,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.8,80.8,1,80.8,0-1yr
6762-NSODU,0,Yes,Yes,46,No,No,No,Two year,No,Credit card,19.4,958.15,0,20.829347826086956,2-4yr
4662-EKDPQ,0,No,No,2,DSL,No,No,Month-to-month,No,Bank transfer,62.05,118.3,1,59.15,0-1yr
9248-OJYKK,1,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,1,76.45,0-1yr
9888-ZCUMM,0,Yes,Yes,64,DSL,Yes,Yes,Two year,Yes,Bank transfer,60.05,3845.45,0,60.08515625,4-6yr
3398-FSHON,1,No,No,12,Fiber optic,No,No,Month-to-month,Yes,Electronic check,91.3,1094.5,1,91.20833333333333,0-1yr
3319-DWOEP,1,Yes,No,6,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.75,573.75,1,95.625,0-1yr
1074-WVEVG,0,Yes,No,59,No,No,No,One year,No,Mailed check,20.35,1267.0,0,21.47457627118644,4-6yr
9979-RGMZT,0,No,No,7,Fiber optic,No,No,One year,Yes,Mailed check,94.05,633.45,0,90.49285714285715,0-1yr
6437-UDQJM,1,Yes,No,72,DSL,Yes,No,Two year,Yes,Credit card,84.1,6129.65,0,85.13402777777777,4-6yr
1226-IENZN,1,No,No,16,Fiber optic,No,No,Month-to-month,Yes,Electronic check,78.75,1218.25,0,76.140625,1-2yr
2108-GLPQB,0,Yes,No,25,DSL,No,No,Month-to-month,No,Credit card,55.55,1405.3,0,56.211999999999996,2-4yr
9259-PACGQ,0,Yes,No,34,DSL,Yes,Yes,Month-to-month,No,Electronic check,62.65,2274.9,1,66.90882352941176,2-4yr
4415-IJZTP,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,74.5,0-1yr
1465-VINDH,0,Yes,Yes,10,Fiber optic,No,No,Month-to-month,Yes,Credit card,102.1,1068.85,1,106.88499999999999,0-1yr
5474-LAMUQ,0,Yes,No,24,No,No,No,One year,No,Mailed check,20.1,533.9,0,22.245833333333334,1-2yr
3468-DRVQJ,0,Yes,Yes,10,DSL,Yes,No,One year,No,Electronic check,70.3,676.15,0,67.615,0-1yr
1122-YJBCS,0,Yes,No,69,DSL,Yes,No,One year,Yes,Credit card,53.65,3804.4,0,55.13623188405797,4-6yr
4990-ALDGW,0,No,No,57,No,No,No,Two year,No,Mailed check,20.75,1118.8,0,19.628070175438594,4-6yr
4816-OKWNX,0,Yes,Yes,50,Fiber optic,No,Yes,One year,Yes,Bank transfer,103.4,5236.4,0,104.728,4-6yr
3315-IKYZQ,0,Yes,Yes,28,DSL,Yes,Yes,One year,No,Mailed check,50.8,1386.8,0,49.528571428571425,2-4yr
2810-FTLEM,0,No,No,16,DSL,Yes,No,Month-to-month,Yes,Electronic check,50.15,762.25,1,47.640625,1-2yr
4747-LCAQL,0,No,No,25,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0,0,76.08,2-4yr
3411-WLRSQ,1,Yes,No,3,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,74.6,239.05,0,79.68333333333334,0-1yr
0898-XCGTF,0,Yes,No,61,Fiber optic,No,No,One year,Yes,Bank transfer,96.5,5673.7,0,93.01147540983607,4-6yr
8006-PYCSW,0,No,No,2,No,No,No,Month-to-month,No,Mailed check,20.1,39.8,0,19.9,0-1yr
8249-THVEC,0,Yes,Yes,51,No,No,No,One year,No,Mailed check,19.4,997.75,0,19.563725490196077,4-6yr
8722-PRFDV,0,Yes,Yes,71,DSL,Yes,No,Two year,No,Credit card,77.55,5574.35,0,78.51197183098591,4-6yr
2164-SOQXL,0,Yes,Yes,20,No,No,No,Month-to-month,No,Mailed check,20.05,406.05,0,20.302500000000002,1-2yr
4020-KIUDI,0,Yes,Yes,6,No,No,No,Month-to-month,No,Credit card,19.85,138.85,0,23.141666666666666,0-1yr
5850-BDWCY,0,No,No,6,No,No,No,Month-to-month,No,Mailed check,20.2,123.65,0,20.608333333333334,0-1yr
2038-YSEZE,0,No,No,29,DSL,Yes,Yes,Month-to-month,No,Mailed check,67.45,1801.1,0,62.106896551724134,2-4yr
0827-ITJPH,0,No,No,36,No,No,No,Two year,Yes,Credit card,18.55,689.0,0,19.13888888888889,2-4yr
8799-OXZMD,0,No,No,28,DSL,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,0,28.239285714285717,2-4yr
1925-TIBLE,0,Yes,No,7,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.5,582.5,1,83.21428571428571,0-1yr
1705-GUHPV,0,No,No,63,No,No,No,Two year,No,Mailed check,24.2,1618.2,0,25.685714285714287,4-6yr
4779-ZGICK,0,Yes,Yes,48,No,No,No,Two year,No,Mailed check,23.55,1173.35,0,24.444791666666664,2-4yr
0048-PIHNL,0,Yes,No,49,No,No,No,One year,No,Bank transfer,20.45,900.9,0,18.385714285714286,4-6yr
0818-OCPZO,1,No,No,27,Fiber optic,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,1,78.59444444444445,2-4yr
3967-KXAPS,0,Yes,No,72,DSL,Yes,Yes,Two year,No,Credit card,92.3,6719.9,0,93.33194444444445,4-6yr
1447-GIQMR,0,Yes,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.15,69.15,1,69.15,0-1yr
3704-IEAXF,0,Yes,Yes,72,DSL,No,Yes,Two year,No,Credit card,53.65,3784.0,0,52.55555555555556,4-6yr
6810-VCAEX,0,No,No,47,DSL,Yes,Yes,One year,No,Credit card,39.65,1798.65,0,38.26914893617022,2-4yr
0674-EYYZV,0,No,No,1,DSL,No,No,Month-to-month,Yes,Electronic check,54.65,54.65,0,54.65,0-1yr
4480-MBMLB,0,No,No,36,Fiber optic,No,No,One year,Yes,Bank transfer,104.8,3886.45,0,107.95694444444445,2-4yr
1395-OFUWC,0,Yes,Yes,43,DSL,No,No,Month-to-month,No,Credit card,29.3,1224.05,0,28.46627906976744,2-4yr
0822-QGCXA,1,Yes,No,27,DSL,No,Yes,Month-to-month,No,Electronic check,83.85,2310.2,0,85.56296296296296,2-4yr
0872-NXJYS,0,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,79.55,723.4,1,80.37777777777778,0-1yr
2832-KJCRD,0,No,No,38,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,0,104.96052631578948,2-4yr
3588-WSTTJ,1,No,No,35,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,99.05,3554.6,0,101.56,2-4yr
4075-WKNIU,0,Yes,Yes,0,DSL,No,Yes,Two year,No,Mailed check,73.35,0.0,0,0.0,
5090-EMGTC,0,Yes,No,59,Fiber optic,No,Yes,Two year,Yes,Mailed check,100.05,6034.85,0,102.285593220339,4-6yr
2346-CZYIL,0,No,No,27,No,No,No,Two year,No,Credit card,20.35,531.6,0,19.68888888888889,2-4yr
3798-EPWRR,1,No,No,2,DSL,No,No,Month-to-month,No,Electronic check,43.95,85.1,0,42.55,0-1yr
6258-NGCNG,0,No,No,7,No,No,No,Month-to-month,No,Mailed check,23.5,173.0,0,24.714285714285715,0-1yr
4186-ZBUEW,0,No,No,36,DSL,No,Yes,One year,Yes,Mailed check,70.7,2511.95,0,69.77638888888889,2-4yr
5274-XHAKY,0,Yes,Yes,41,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,94.3,3893.6,0,94.96585365853659,2-4yr
1442-BQPVU,0,No,No,13,DSL,No,No,Month-to-month,No,Electronic check,29.15,357.15,0,27.47307692307692,1-2yr
3978-YNKDD,0,No,Yes,19,No,No,No,Two year,No,Credit card,20.85,467.5,0,24.605263157894736,1-2yr
4940-KHCWD,0,Yes,No,60,DSL,Yes,Yes,Two year,No,Bank transfer,37.7,2288.7,0,38.144999999999996,4-6yr
9412-ARGBX,0,No,Yes,48,Fiber optic,No,Yes,Two year,Yes,Mailed check,95.5,4627.85,1,96.41354166666667,2-4yr
1389-CXMLU,1,No,No,3,Fiber optic,No,No,Month-to-month,No,Electronic check,91.05,289.1,1,96.36666666666667,0-1yr
9589-ABEPT,0,Yes,No,69,Fiber optic,No,Yes,Two year,Yes,Mailed check,92.45,6460.55,0,93.63115942028986,4-6yr
9388-ZEYVT,0,No,No,43,DSL,No,Yes,One year,No,Electronic check,44.15,1931.3,0,44.913953488372094,2-4yr
0305-SQECB,0,No,Yes,11,DSL,Yes,Yes,One year,Yes,Mailed check,36.05,402.6,0,36.6,0-1yr
7605-SNLQG,0,Yes,No,45,DSL,No,No,Month-to-month,Yes,Credit card,50.25,2221.55,0,49.36777777777778,2-4yr
4670-TABXH,0,Yes,No,72,Fiber optic,No,Yes,Two year,Yes,Credit card,109.75,7758.9,0,107.76249999999999,4-6yr
5561-NWEVX,1,Yes,No,2,Fiber optic,No,No,Month-to-month,No,Electronic check,79.2,172.85,1,86.425,0-1yr
0064-SUDOG,0,Yes,Yes,12,No,No,No,Two year,No,Bank transfer,20.3,224.5,0,18.708333333333332,0-1yr
8561-NMTBD,0,Yes,Yes,67,Fiber optic,No,Yes,One year,Yes,Credit card,112.35,7388.45,0,110.27537313432836,4-6yr
